current_label,gcs_uri,human_label,frame_no,video_id,unique_id
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/360.jpg,FALSE,360,000000,000000_360.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/371.jpg,FALSE,371,000000,000000_371.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/378.jpg,FALSE,378,000000,000000_378.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/388.jpg,FALSE,388,000000,000000_388.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/401.jpg,FALSE,401,000000,000000_401.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/422.jpg,FALSE,422,000000,000000_422.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/431.jpg,FALSE,431,000000,000000_431.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/441.jpg,FALSE,441,000000,000000_441.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/442.jpg,FALSE,442,000000,000000_442.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/462.jpg,FALSE,462,000000,000000_462.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/469.jpg,FALSE,469,000000,000000_469.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/486.jpg,FALSE,486,000000,000000_486.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/497.jpg,FALSE,497,000000,000000_497.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/498.jpg,FALSE,498,000000,000000_498.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/548.jpg,TRUE,548,000000,000000_548.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/551.jpg,TRUE,551,000000,000000_551.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/554.jpg,TRUE,554,000000,000000_554.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/557.jpg,TRUE,557,000000,000000_557.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/565.jpg,TRUE,565,000000,000000_565.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/568.jpg,TRUE,568,000000,000000_568.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/570.jpg,TRUE,570,000000,000000_570.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/577.jpg,TRUE,577,000000,000000_577.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/584.jpg,TRUE,584,000000,000000_584.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/586.jpg,TRUE,586,000000,000000_586.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/597.jpg,TRUE,597,000000,000000_597.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/618.jpg,TRUE,618,000000,000000_618.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/622.jpg,TRUE,622,000000,000000_622.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/634.jpg,TRUE,634,000000,000000_634.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000000/658.jpg,TRUE,658,000000,000000_658.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/7.jpg,TRUE,#VALUE!,000001,000001_7.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/8.jpg,TRUE,#VALUE!,000001,000001_8.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/15.jpg,TRUE,15,000001,000001_15.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/20.jpg,TRUE,20,000001,000001_20.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/33.jpg,TRUE,33,000001,000001_33.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/35.jpg,TRUE,35,000001,000001_35.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/41.jpg,TRUE,41,000001,000001_41.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/78.jpg,TRUE,78,000001,000001_78.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/82.jpg,TRUE,82,000001,000001_82.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/85.jpg,TRUE,85,000001,000001_85.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/89.jpg,TRUE,89,000001,000001_89.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/98.jpg,TRUE,98,000001,000001_98.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/99.jpg,TRUE,99,000001,000001_99.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/109.jpg,TRUE,109,000001,000001_109.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/113.jpg,TRUE,113,000001,000001_113.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/118.jpg,TRUE,118,000001,000001_118.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/135.jpg,TRUE,135,000001,000001_135.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/140.jpg,TRUE,140,000001,000001_140.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/152.jpg,TRUE,152,000001,000001_152.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/155.jpg,TRUE,155,000001,000001_155.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/161.jpg,TRUE,161,000001,000001_161.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/174.jpg,TRUE,174,000001,000001_174.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/193.jpg,TRUE,193,000001,000001_193.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/198.jpg,TRUE,198,000001,000001_198.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/202.jpg,TRUE,202,000001,000001_202.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/215.jpg,TRUE,215,000001,000001_215.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/229.jpg,TRUE,229,000001,000001_229.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/244.jpg,TRUE,244,000001,000001_244.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/250.jpg,TRUE,250,000001,000001_250.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/274.jpg,TRUE,274,000001,000001_274.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/277.jpg,TRUE,277,000001,000001_277.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/281.jpg,TRUE,281,000001,000001_281.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/284.jpg,TRUE,284,000001,000001_284.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/295.jpg,TRUE,295,000001,000001_295.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/302.jpg,TRUE,302,000001,000001_302.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/311.jpg,TRUE,311,000001,000001_311.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/329.jpg,TRUE,329,000001,000001_329.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/342.jpg,TRUE,342,000001,000001_342.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/344.jpg,TRUE,344,000001,000001_344.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/345.jpg,TRUE,345,000001,000001_345.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/351.jpg,TRUE,351,000001,000001_351.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/355.jpg,TRUE,355,000001,000001_355.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/370.jpg,TRUE,370,000001,000001_370.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/377.jpg,TRUE,377,000001,000001_377.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/382.jpg,TRUE,382,000001,000001_382.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/393.jpg,TRUE,393,000001,000001_393.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/399.jpg,TRUE,399,000001,000001_399.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/410.jpg,TRUE,410,000001,000001_410.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/424.jpg,TRUE,424,000001,000001_424.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/427.jpg,TRUE,427,000001,000001_427.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/442.jpg,TRUE,442,000001,000001_442.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/447.jpg,TRUE,447,000001,000001_447.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/448.jpg,TRUE,448,000001,000001_448.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/464.jpg,TRUE,464,000001,000001_464.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/470.jpg,TRUE,470,000001,000001_470.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/482.jpg,TRUE,482,000001,000001_482.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/514.jpg,TRUE,514,000001,000001_514.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/516.jpg,TRUE,516,000001,000001_516.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/524.jpg,TRUE,524,000001,000001_524.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/530.jpg,TRUE,530,000001,000001_530.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/533.jpg,TRUE,533,000001,000001_533.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/537.jpg,TRUE,537,000001,000001_537.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/546.jpg,TRUE,546,000001,000001_546.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/548.jpg,TRUE,548,000001,000001_548.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/564.jpg,TRUE,564,000001,000001_564.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/581.jpg,TRUE,581,000001,000001_581.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/585.jpg,TRUE,585,000001,000001_585.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/599.jpg,TRUE,599,000001,000001_599.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/617.jpg,TRUE,617,000001,000001_617.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/624.jpg,TRUE,624,000001,000001_624.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/646.jpg,TRUE,646,000001,000001_646.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/650.jpg,TRUE,650,000001,000001_650.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/660.jpg,TRUE,660,000001,000001_660.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/663.jpg,TRUE,663,000001,000001_663.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000001/697.jpg,TRUE,697,000001,000001_697.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/20.jpg,FALSE,20,000002,000002_20.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/31.jpg,FALSE,31,000002,000002_31.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/37.jpg,FALSE,37,000002,000002_37.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/56.jpg,TRUE,56,000002,000002_56.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/62.jpg,TRUE,62,000002,000002_62.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/71.jpg,TRUE,71,000002,000002_71.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/137.jpg,TRUE,137,000002,000002_137.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/162.jpg,TRUE,162,000002,000002_162.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/198.jpg,TRUE,198,000002,000002_198.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/200.jpg,TRUE,200,000002,000002_200.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/203.jpg,TRUE,203,000002,000002_203.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/204.jpg,TRUE,204,000002,000002_204.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/205.jpg,TRUE,205,000002,000002_205.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/216.jpg,TRUE,216,000002,000002_216.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000002/219.jpg,TRUE,219,000002,000002_219.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/19.jpg,FALSE,19,000003,000003_19.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/33.jpg,FALSE,33,000003,000003_33.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/44.jpg,FALSE,44,000003,000003_44.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/52.jpg,FALSE,52,000003,000003_52.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/63.jpg,FALSE,63,000003,000003_63.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/69.jpg,FALSE,69,000003,000003_69.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/77.jpg,FALSE,77,000003,000003_77.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/87.jpg,FALSE,87,000003,000003_87.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/90.jpg,FALSE,90,000003,000003_90.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/93.jpg,FALSE,93,000003,000003_93.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/96.jpg,FALSE,96,000003,000003_96.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/106.jpg,FALSE,106,000003,000003_106.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/107.jpg,FALSE,107,000003,000003_107.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/108.jpg,FALSE,108,000003,000003_108.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/121.jpg,FALSE,121,000003,000003_121.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/126.jpg,FALSE,126,000003,000003_126.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/128.jpg,FALSE,128,000003,000003_128.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/159.jpg,TRUE,159,000003,000003_159.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/162.jpg,TRUE,162,000003,000003_162.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/174.jpg,TRUE,174,000003,000003_174.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/177.jpg,TRUE,177,000003,000003_177.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/195.jpg,TRUE,195,000003,000003_195.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/197.jpg,TRUE,197,000003,000003_197.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/203.jpg,TRUE,203,000003,000003_203.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/214.jpg,TRUE,214,000003,000003_214.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/222.jpg,TRUE,222,000003,000003_222.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000003/225.jpg,TRUE,225,000003,000003_225.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/12.jpg,FALSE,12,000004,000004_12.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/15.jpg,FALSE,15,000004,000004_15.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/18.jpg,FALSE,18,000004,000004_18.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/27.jpg,FALSE,27,000004,000004_27.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/35.jpg,FALSE,35,000004,000004_35.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/40.jpg,TRUE,40,000004,000004_40.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/49.jpg,TRUE,49,000004,000004_49.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/55.jpg,TRUE,55,000004,000004_55.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/65.jpg,TRUE,65,000004,000004_65.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/66.jpg,TRUE,66,000004,000004_66.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/85.jpg,FALSE,85,000004,000004_85.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/86.jpg,FALSE,86,000004,000004_86.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/89.jpg,FALSE,89,000004,000004_89.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/108.jpg,FALSE,108,000004,000004_108.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/124.jpg,FALSE,124,000004,000004_124.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000004/148.jpg,FALSE,148,000004,000004_148.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/3.jpg,FALSE,#VALUE!,000005,000005_3.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/11.jpg,FALSE,11,000005,000005_11.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/17.jpg,FALSE,17,000005,000005_17.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/18.jpg,FALSE,18,000005,000005_18.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/26.jpg,FALSE,26,000005,000005_26.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/27.jpg,FALSE,27,000005,000005_27.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/39.jpg,FALSE,39,000005,000005_39.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/48.jpg,FALSE,48,000005,000005_48.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/55.jpg,FALSE,55,000005,000005_55.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/67.jpg,FALSE,67,000005,000005_67.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/68.jpg,FALSE,68,000005,000005_68.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/73.jpg,FALSE,73,000005,000005_73.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/74.jpg,FALSE,74,000005,000005_74.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/84.jpg,FALSE,84,000005,000005_84.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/91.jpg,FALSE,91,000005,000005_91.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/95.jpg,TRUE,95,000005,000005_95.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/98.jpg,TRUE,98,000005,000005_98.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/100.jpg,TRUE,100,000005,000005_100.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/138.jpg,TRUE,138,000005,000005_138.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/149.jpg,TRUE,149,000005,000005_149.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/158.jpg,TRUE,158,000005,000005_158.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/160.jpg,TRUE,160,000005,000005_160.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/166.jpg,TRUE,166,000005,000005_166.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/180.jpg,TRUE,180,000005,000005_180.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/190.jpg,TRUE,190,000005,000005_190.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000005/197.jpg,TRUE,197,000005,000005_197.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/2.jpg,FALSE,#VALUE!,000006,000006_2.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/8.jpg,FALSE,#VALUE!,000006,000006_8.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/10.jpg,FALSE,10,000006,000006_10.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/18.jpg,FALSE,18,000006,000006_18.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/35.jpg,FALSE,35,000006,000006_35.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/37.jpg,FALSE,37,000006,000006_37.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/50.jpg,FALSE,50,000006,000006_50.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/59.jpg,FALSE,59,000006,000006_59.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/62.jpg,FALSE,62,000006,000006_62.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/75.jpg,FALSE,75,000006,000006_75.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/79.jpg,FALSE,79,000006,000006_79.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/85.jpg,FALSE,85,000006,000006_85.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/90.jpg,FALSE,90,000006,000006_90.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/92.jpg,FALSE,92,000006,000006_92.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/98.jpg,TRUE,98,000006,000006_98.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/99.jpg,TRUE,99,000006,000006_99.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/105.jpg,TRUE,105,000006,000006_105.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/112.jpg,TRUE,112,000006,000006_112.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/122.jpg,TRUE,122,000006,000006_122.jpg
FALSE,gs://w251-accident-detection/extracted_frames/extracted_frames/000006/123.jpg,TRUE,123,000006,000006_123.jpg
